product_id,product_name,category,unit_cost,list_price,product_tier
P0450,Wireless Earbuds Plus,Electronics,790.07,1075.15,Premium
P0451,Smartwatch Pro,Electronics,115.96,270.46,Core
P0452,Cloud Backup Pro,Software,438.75,993.96,Premium
P0453,Resistance Set Pro,Fitness,331.2,567.85,Core
P0454,Laptop Stand Lite,Accessories,840.01,1251.9,Seasonal
P0455,Smart Scale 2025,Fitness,874.56,1174.37,Seasonal
P0456,Team Collaboration Lite,Software,158.41,297.95,Premium
P0457,Smartwatch Pro,Electronics,1048.02,1356.65,Seasonal
P0458,Monitor 2025,Office,546.02,952.95,Core
P0459,Bluetooth Speaker Pro,Electronics,345.57,707.74,Core
P0460,Vacuum Cleaner Lite,Home,407.7,547.0,Core
P0461,Mouse 2026,Office,330.54,608.03,Core
P0462,Laptop Stand Lite,Accessories,169.67,293.79,Core
P0463,Keyboard 2025,Office,851.46,1120.53,Premium
P0464,Desk Lamp 2025,Office,667.23,1093.53,Seasonal
P0465,Keyboard Pro,Office,575.87,1217.74,Seasonal
P0466,USB-C Cable Plus,Accessories,807.6,1353.32,Premium
P0467,Yoga Mat Pro,Fitness,147.58,198.64,Core
P0468,Monitor Max,Office,238.76,318.85,Core
P0469,Smartwatch Max,Electronics,23.14,41.71,Seasonal
P0470,Power Bank 2026,Electronics,615.71,1140.55,Core
P0471,Team Collaboration 2025,Software,651.75,1147.23,Premium
P0472,Cloud Backup Max,Software,250.28,457.59,Seasonal
P0473,Desk Lamp 2026,Office,463.53,635.61,Core
P0474,Smart Bulb 2025,Home,576.15,1165.02,Premium
P0475,Mouse Pro,Office,22.33,34.97,Premium
P0476,Smartwatch Pro,Electronics,208.97,423.67,Premium
P0477,Bluetooth Speaker Max,Electronics,29.51,49.56,Seasonal
P0478,Yoga Mat 2026,Fitness,315.85,551.48,Core
P0479,Air Purifier Max,Home,742.93,1018.53,Core
P0480,Smart Scale 2026,Fitness,539.23,1007.97,Core
P0481,Desk Lamp Plus,Office,114.33,251.16,Premium
P0482,Smart Bulb Plus,Home,79.34,156.8,Premium
P0483,Desk Lamp 2025,Office,158.41,279.83,Seasonal
P0484,Laptop Stand 2025,Accessories,506.41,811.08,Core
P0485,Yoga Mat Lite,Fitness,718.82,1266.64,Core
P0486,Desk Lamp Pro,Office,637.44,1212.85,Seasonal
P0487,Vacuum Cleaner Max,Home,39.13,76.75,Premium
P0488,Power Bank 2026,Electronics,159.21,260.33,Premium
P0489,Team Collaboration Max,Software,217.06,337.48,Seasonal
P0490,Keyboard Max,Office,332.07,634.41,Core
P0491,Design Suite Max,Software,608.87,881.72,Core
P0492,Smart Bulb Pro,Home,762.55,1489.54,Seasonal
P0493,Keyboard Pro,Office,652.13,850.36,Premium
P0494,Fitness Band 2026,Fitness,331.66,716.39,Core
P0495,Phone Case 2025,Accessories,438.42,795.57,Seasonal
P0496,Smartwatch 2026,Electronics,986.06,1418.17,Seasonal
P0497,Design Suite 2025,Software,1061.53,1436.43,Core
P0498,Air Purifier Max,Home,19.67,46.64,Core
P0499,Resistance Set Pro,Fitness,594.74,872.62,Premium
P0500,Cloud Backup 2025,Software,124.84,271.87,Seasonal
P0501,Smart Bulb Lite,Home,86.47,124.99,Seasonal
P0502,Analytics Pro Lite,Software,497.7,948.41,Core
P0503,Monitor Max,Office,701.01,1185.32,Seasonal
P0504,Phone Case Plus,Accessories,883.6,1407.73,Seasonal
P0505,Mixer Grinder Max,Home,653.03,1466.07,Premium
P0506,Phone Case Pro,Accessories,25.41,50.47,Core
P0507,Power Bank Plus,Electronics,717.97,1066.71,Premium
P0508,Keyboard 2026,Office,990.3,1459.62,Premium
P0509,Team Collaboration Pro,Software,1060.68,1418.33,Seasonal
P0510,Laptop Stand Pro,Accessories,539.68,1002.74,Core
P0511,Keyboard Plus,Office,568.32,976.96,Core
P0512,Monitor Plus,Office,82.73,110.19,Seasonal
P0513,Smart Bulb 2026,Home,76.49,144.07,Core
P0514,Laptop Stand Pro,Accessories,67.21,117.68,Seasonal
P0515,Air Purifier 2026,Home,884.66,1411.26,Premium
P0516,Travel Adapter Pro,Accessories,47.99,90.58,Premium
P0517,Keyboard Lite,Office,860.91,1225.63,Premium
P0518,Laptop Stand 2026,Accessories,405.11,523.27,Seasonal
P0519,Smartwatch Lite,Electronics,27.14,61.46,Seasonal
P0520,Air Purifier Max,Home,972.02,1498.63,Seasonal
P0521,Design Suite Lite,Software,404.91,686.46,Premium
P0522,Air Purifier Max,Home,722.84,1304.18,Premium
P0523,Desk Lamp 2025,Office,508.02,969.5,Premium
P0524,Bluetooth Speaker Max,Electronics,178.45,372.7,Core
P0525,Keyboard 2026,Office,374.01,811.19,Premium
P0526,Smartwatch Plus,Electronics,405.04,948.09,Premium
P0527,Bluetooth Speaker Pro,Electronics,93.37,198.55,Core
P0528,Mixer Grinder Pro,Home,358.61,581.94,Core
P0529,Smart Bulb 2025,Home,569.01,909.53,Core
P0530,Fitness Band Max,Fitness,330.59,567.13,Seasonal
P0531,Analytics Pro Lite,Software,797.74,1160.48,Premium
P0532,Fitness Band Pro,Fitness,224.96,451.78,Core
P0533,Laptop Stand 2026,Accessories,538.62,842.36,Seasonal
P0534,Design Suite Lite,Software,451.58,944.33,Premium
P0535,Monitor Lite,Office,338.43,493.26,Core
P0536,Smart Scale Lite,Fitness,775.4,1028.22,Core
P0537,Resistance Set Pro,Fitness,910.0,1357.09,Core
P0538,Desk Lamp Plus,Office,569.59,842.53,Seasonal
P0539,Smart Scale 2025,Fitness,562.85,745.25,Premium
P0540,Vacuum Cleaner 2026,Home,452.37,1067.25,Core
P0541,Desk Lamp Plus,Office,443.25,723.06,Premium
P0542,Yoga Mat 2026,Fitness,547.78,715.32,Premium
P0543,Vacuum Cleaner Lite,Home,55.03,116.25,Seasonal
P0544,Analytics Pro 2026,Software,934.02,1496.79,Core
P0545,Desk Lamp Plus,Office,737.69,975.3,Core
P0546,Resistance Set Max,Fitness,542.26,1021.32,Premium
P0547,Analytics Pro Lite,Software,547.84,914.34,Core
P0548,Mouse 2025,Office,600.56,1095.58,Seasonal
P0549,Yoga Mat Pro,Fitness,698.28,1177.24,Core
P0550,Wireless Earbuds Lite,Electronics,633.55,1023.55,Core
P0551,Monitor Pro,Office,84.02,162.76,Seasonal
P0552,Travel Adapter Pro,Accessories,208.89,274.84,Core
P0553,USB-C Cable Plus,Accessories,232.09,546.35,Seasonal
P0554,Mouse 2026,Office,347.41,754.41,Premium
P0555,Travel Adapter 2025,Accessories,677.74,964.46,Premium
P0556,Fitness Band Plus,Fitness,420.09,923.13,Premium
P0557,Yoga Mat Pro,Fitness,149.17,221.29,Core
P0558,Smart Bulb Pro,Home,33.87,62.7,Seasonal
P0559,Smartwatch Lite,Electronics,644.59,1287.77,Premium
P0560,Yoga Mat 2025,Fitness,570.47,1071.81,Seasonal
P0561,Mixer Grinder Plus,Home,398.19,676.6,Premium
P0562,Vacuum Cleaner Max,Home,141.98,192.91,Core
P0563,USB-C Cable Max,Accessories,128.6,184.92,Premium
P0564,Mouse Pro,Office,479.56,800.76,Core
P0565,Wireless Earbuds Lite,Electronics,257.34,442.94,Premium
P0566,Phone Case Pro,Accessories,684.94,1344.22,Premium
P0567,USB-C Cable 2026,Accessories,114.87,214.09,Premium
P0568,Wireless Earbuds 2025,Electronics,526.54,691.09,Premium
P0569,Wireless Earbuds 2025,Electronics,741.81,1078.73,Premium
P0570,Monitor Lite,Office,375.13,736.14,Core
P0571,Air Purifier Plus,Home,1073.42,1480.67,Core
P0572,Fitness Band Pro,Fitness,760.58,1406.3,Seasonal
P0573,Smartwatch 2025,Electronics,476.43,745.31,Seasonal
P0574,Laptop Stand 2025,Accessories,608.01,1424.25,Premium
P0575,Smart Bulb Lite,Home,752.38,1274.61,Core
P0576,Design Suite 2025,Software,68.55,94.37,Seasonal
P0577,Keyboard 2025,Office,135.43,299.63,Seasonal
P0578,Team Collaboration Lite,Software,579.59,921.79,Premium
P0579,Vacuum Cleaner 2026,Home,556.12,1258.34,Core
P0580,Analytics Pro Lite,Software,452.34,687.81,Premium
P0581,Desk Lamp 2025,Office,162.14,345.17,Premium
P0582,Wireless Earbuds 2025,Electronics,462.8,662.76,Premium
P0583,Monitor 2025,Office,270.24,602.31,Premium
P0584,Smart Scale Max,Fitness,218.85,424.07,Premium
P0585,Laptop Stand Max,Accessories,634.01,1176.35,Core
P0586,Resistance Set 2026,Fitness,15.12,26.31,Seasonal
P0587,Bluetooth Speaker Plus,Electronics,428.1,633.3,Premium
P0588,Vacuum Cleaner 2025,Home,73.51,117.83,Seasonal
P0589,Smart Bulb Max,Home,35.5,72.58,Seasonal
P0590,Team Collaboration 2026,Software,1077.67,1440.85,Core
P0591,Smart Scale 2026,Fitness,1056.86,1455.66,Core
P0592,Analytics Pro 2026,Software,167.23,266.72,Seasonal
P0593,Travel Adapter 2026,Accessories,493.6,640.07,Core
P0594,Team Collaboration Plus,Software,306.12,525.77,Seasonal
P0595,Smart Bulb Pro,Home,446.45,973.73,Seasonal
P0596,Laptop Stand 2026,Accessories,501.05,924.81,Core
P0597,Vacuum Cleaner Pro,Home,410.93,531.31,Core
P0598,Fitness Band Pro,Fitness,618.9,1226.92,Seasonal
P0599,Laptop Stand 2025,Accessories,442.69,1035.55,Seasonal
P0600,Mouse Max,Office,278.02,493.99,Premium
P0601,Smartwatch Plus,Electronics,232.22,356.03,Seasonal
P0602,Design Suite Lite,Software,408.63,755.71,Seasonal
P0603,Travel Adapter Lite,Accessories,574.92,1358.31,Premium
P0604,Vacuum Cleaner Pro,Home,372.78,610.06,Core
P0605,Fitness Band Lite,Fitness,261.02,433.83,Seasonal
P0606,Cloud Backup 2025,Software,563.41,1259.5,Premium
P0607,Smart Bulb Plus,Home,176.21,396.9,Seasonal
P0608,Desk Lamp Max,Office,19.2,40.25,Premium
P0609,Power Bank Max,Electronics,795.44,1064.98,Seasonal
P0610,Travel Adapter Plus,Accessories,661.98,1299.07,Seasonal
P0611,Monitor Lite,Office,344.92,593.87,Seasonal
P0612,Analytics Pro Pro,Software,932.05,1269.18,Core
P0613,Smartwatch Pro,Electronics,265.24,394.39,Premium
P0614,Monitor Plus,Office,909.96,1240.22,Seasonal
P0615,Wireless Earbuds Pro,Electronics,600.06,1185.62,Seasonal
P0616,Monitor Lite,Office,681.29,1205.47,Core
P0617,Phone Case Plus,Accessories,18.4,28.23,Premium
P0618,Smart Scale Max,Fitness,318.78,533.15,Seasonal
P0619,Mixer Grinder 2026,Home,124.0,189.96,Premium
P0620,Monitor Pro,Office,479.12,1100.7,Seasonal
P0621,Air Purifier Max,Home,951.27,1398.28,Premium
P0622,Smart Scale Pro,Fitness,638.96,1068.38,Core
P0623,Yoga Mat 2025,Fitness,91.99,190.31,Seasonal
P0624,Desk Lamp 2026,Office,757.67,1131.14,Seasonal
P0625,Smart Bulb Plus,Home,222.59,434.03,Core
P0626,Cloud Backup Plus,Software,456.75,619.33,Core
P0627,Smart Scale Pro,Fitness,340.23,497.57,Seasonal
P0628,Keyboard 2026,Office,102.2,238.15,Premium
P0629,Desk Lamp Max,Office,57.58,74.67,Premium
P0630,Bluetooth Speaker 2025,Electronics,582.82,780.73,Seasonal
P0631,Smart Scale 2026,Fitness,535.46,731.1,Premium
P0632,Design Suite Lite,Software,209.07,305.74,Premium
P0633,Smart Bulb Max,Home,63.6,100.18,Core
P0634,Team Collaboration Plus,Software,145.47,193.9,Seasonal
P0635,Keyboard Pro,Office,57.43,77.51,Core
P0636,Mixer Grinder 2026,Home,885.47,1347.23,Premium
P0637,Team Collaboration Plus,Software,124.77,209.88,Premium
P0638,Monitor Lite,Office,863.86,1239.57,Seasonal
P0639,Vacuum Cleaner Max,Home,864.79,1385.88,Core
P0640,Resistance Set 2025,Fitness,35.82,60.63,Seasonal
P0641,Yoga Mat 2026,Fitness,844.46,1329.15,Premium
P0642,Yoga Mat Plus,Fitness,761.65,1142.97,Core
P0643,Bluetooth Speaker Pro,Electronics,53.78,112.01,Core
P0644,Smart Scale Lite,Fitness,445.73,644.17,Core
P0645,Design Suite 2026,Software,733.5,1331.6,Seasonal
P0646,Laptop Stand Pro,Accessories,811.24,1199.74,Core
P0647,Laptop Stand Max,Accessories,403.51,598.36,Seasonal
P0648,USB-C Cable 2026,Accessories,122.0,168.06,Core
P0649,Design Suite 2025,Software,651.25,857.14,Premium
P0650,Resistance Set Pro,Fitness,219.4,430.38,Seasonal
P0651,Analytics Pro Plus,Software,427.44,692.63,Premium
P0652,Wireless Earbuds Max,Electronics,99.01,195.41,Premium
P0653,Laptop Stand Lite,Accessories,140.43,229.43,Seasonal
P0654,Keyboard 2025,Office,613.77,970.24,Core
P0655,Vacuum Cleaner Max,Home,586.42,1281.43,Core
P0656,Keyboard Pro,Office,590.85,1065.73,Core
P0657,Smart Scale 2025,Fitness,470.69,754.59,Core
P0658,Smartwatch 2026,Electronics,368.14,609.25,Core
P0659,Yoga Mat 2026,Fitness,445.89,749.78,Core
P0660,Wireless Earbuds Plus,Electronics,598.7,1392.72,Premium
P0661,Resistance Set Max,Fitness,881.87,1267.01,Seasonal
P0662,Desk Lamp Pro,Office,420.3,583.45,Core
P0663,Phone Case Lite,Accessories,438.36,842.89,Seasonal
P0664,Cloud Backup Pro,Software,340.51,439.79,Seasonal
P0665,Mouse Max,Office,77.8,120.69,Premium
P0666,Mixer Grinder 2026,Home,80.41,129.89,Premium
P0667,Mixer Grinder 2026,Home,105.46,185.3,Core
P0668,Wireless Earbuds Lite,Electronics,49.38,63.32,Core
P0669,Vacuum Cleaner 2026,Home,414.16,759.07,Core
P0670,Phone Case Lite,Accessories,728.94,1153.48,Premium
P0671,Analytics Pro Lite,Software,151.79,197.84,Seasonal
P0672,Bluetooth Speaker Pro,Electronics,442.76,792.47,Premium
P0673,Smart Bulb Lite,Home,157.01,285.7,Seasonal
P0674,Laptop Stand 2025,Accessories,455.35,772.89,Seasonal
P0675,Cloud Backup Max,Software,143.4,190.52,Premium
P0676,Monitor Lite,Office,88.4,185.45,Core
P0677,Analytics Pro Max,Software,365.04,475.8,Premium
P0678,Power Bank Lite,Electronics,313.13,689.12,Seasonal
P0679,Team Collaboration Plus,Software,407.19,840.43,Core
P0680,Phone Case 2026,Accessories,399.39,527.31,Core
P0681,Bluetooth Speaker Pro,Electronics,931.7,1234.35,Core
P0682,Fitness Band 2025,Fitness,687.44,1437.47,Premium
P0683,Mouse Lite,Office,281.7,585.9,Seasonal
P0684,Fitness Band Lite,Fitness,754.78,1310.13,Seasonal
P0685,Fitness Band Max,Fitness,1002.97,1472.66,Core
P0686,Bluetooth Speaker Plus,Electronics,629.73,1313.42,Core
P0687,Team Collaboration Max,Software,796.14,1141.01,Premium
P0688,Design Suite Lite,Software,528.6,785.91,Core
P0689,USB-C Cable Pro,Accessories,627.03,1308.29,Core
P0690,USB-C Cable Lite,Accessories,1006.49,1450.15,Premium
P0691,Resistance Set Plus,Fitness,829.21,1143.57,Core
P0692,Design Suite 2025,Software,68.87,150.23,Core
P0693,Desk Lamp Max,Office,414.97,858.9,Seasonal
P0694,Yoga Mat 2025,Fitness,80.53,104.08,Core
P0695,Smartwatch Plus,Electronics,404.59,765.16,Core
P0696,Keyboard 2026,Office,414.25,637.01,Seasonal
P0697,Monitor Max,Office,346.98,518.79,Core
P0698,Analytics Pro Plus,Software,117.04,222.23,Seasonal
P0699,Desk Lamp Lite,Office,760.54,1268.77,Seasonal
P0700,USB-C Cable 2025,Accessories,433.71,948.5,Core
P0701,Design Suite Lite,Software,44.05,71.48,Core
P0702,USB-C Cable 2025,Accessories,946.32,1485.83,Seasonal
P0703,Fitness Band Lite,Fitness,251.56,580.49,Seasonal
P0704,Team Collaboration 2025,Software,448.25,605.23,Premium
P0705,Power Bank Plus,Electronics,498.56,656.71,Premium
P0706,Mouse Lite,Office,309.48,696.98,Premium
P0707,Phone Case Lite,Accessories,668.34,927.12,Premium
P0708,Monitor Pro,Office,411.69,644.98,Core
P0709,Fitness Band Lite,Fitness,720.19,1108.8,Seasonal
P0710,Mouse Plus,Office,241.77,401.19,Core
P0711,Desk Lamp Max,Office,341.75,488.19,Seasonal
P0712,Vacuum Cleaner Max,Home,510.25,842.96,Core
P0713,Design Suite 2026,Software,313.83,524.97,Premium
P0714,Keyboard Plus,Office,615.76,1234.63,Seasonal
P0715,Vacuum Cleaner Pro,Home,260.56,394.37,Core
P0716,Laptop Stand Lite,Accessories,590.96,771.24,Core
P0717,Team Collaboration Plus,Software,219.32,340.06,Premium
P0718,Bluetooth Speaker 2025,Electronics,119.96,234.07,Premium
P0719,Fitness Band 2025,Fitness,148.49,205.49,Premium
P0720,Power Bank 2026,Electronics,381.04,517.0,Seasonal
P0721,Cloud Backup 2025,Software,530.09,1160.7,Premium
P0722,Mouse Max,Office,618.21,1322.14,Premium
P0723,Cloud Backup 2025,Software,844.55,1128.94,Premium
P0724,Smart Bulb Plus,Home,58.68,121.94,Premium
P0725,Cloud Backup 2025,Software,412.55,552.7,Seasonal
P0726,Design Suite Lite,Software,51.05,112.68,Seasonal
P0727,Desk Lamp Max,Office,97.82,135.23,Premium
P0728,Cloud Backup Pro,Software,688.99,1280.84,Premium
P0729,Wireless Earbuds 2026,Electronics,912.79,1313.01,Seasonal
P0730,Travel Adapter 2025,Accessories,84.51,116.61,Seasonal
P0731,Mixer Grinder Plus,Home,625.87,962.63,Premium
P0732,Air Purifier 2026,Home,46.83,101.08,Premium
P0733,Smart Scale Lite,Fitness,90.85,176.76,Seasonal
P0734,Yoga Mat Pro,Fitness,679.56,1198.93,Seasonal
P0735,Resistance Set Max,Fitness,581.28,1220.36,Premium
P0736,Cloud Backup Max,Software,414.82,767.0,Seasonal
P0737,Cloud Backup Max,Software,328.13,712.39,Core
P0738,Smart Scale Max,Fitness,362.28,466.99,Premium
P0739,Travel Adapter Lite,Accessories,107.59,196.31,Premium
P0740,Mixer Grinder Plus,Home,10.11,22.35,Seasonal
P0741,Analytics Pro Max,Software,950.2,1441.95,Premium
P0742,Wireless Earbuds 2025,Electronics,527.4,912.25,Premium
P0743,Air Purifier Plus,Home,363.27,847.8,Premium
P0744,Cloud Backup Pro,Software,236.36,319.77,Core
P0745,Smart Bulb 2026,Home,558.48,823.41,Core
P0746,Keyboard Plus,Office,945.87,1448.35,Premium
P0747,Laptop Stand Pro,Accessories,388.49,882.96,Premium
P0748,Design Suite Pro,Software,271.48,441.47,Seasonal
P0749,Keyboard Pro,Office,607.92,1123.46,Core
P0750,Phone Case 2026,Accessories,149.65,340.2,Premium
P0751,Wireless Earbuds Max,Electronics,285.1,592.56,Core
P0752,Wireless Earbuds 2025,Electronics,633.16,1032.55,Premium
P0753,Monitor Pro,Office,1094.45,1417.49,Premium
P0754,Team Collaboration Max,Software,483.77,1100.23,Premium
P0755,Air Purifier Lite,Home,196.93,438.26,Seasonal
P0756,Travel Adapter Max,Accessories,473.92,774.12,Premium
P0757,Vacuum Cleaner Pro,Home,688.46,1123.41,Core
P0758,Smartwatch Lite,Electronics,574.85,766.12,Seasonal
P0759,Monitor 2026,Office,756.4,1228.57,Core
P0760,Smart Bulb Lite,Home,666.44,1179.87,Seasonal
P0761,Wireless Earbuds Pro,Electronics,221.31,473.55,Core
P0762,Yoga Mat 2026,Fitness,431.22,814.76,Premium
P0763,Desk Lamp Lite,Office,420.86,933.01,Seasonal
P0764,Desk Lamp 2025,Office,393.28,727.46,Seasonal
P0765,Smartwatch 2025,Electronics,96.32,192.94,Premium
P0766,Smart Bulb Max,Home,84.48,157.11,Premium
P0767,Wireless Earbuds 2026,Electronics,39.99,62.44,Premium
P0768,Travel Adapter 2026,Accessories,188.31,250.82,Core
P0769,Cloud Backup Max,Software,797.35,1196.16,Seasonal
P0770,Team Collaboration 2026,Software,895.27,1156.03,Premium
P0771,Smart Bulb Max,Home,480.16,715.32,Core
P0772,Mixer Grinder 2025,Home,626.66,1064.54,Core
P0773,Smart Bulb Max,Home,36.53,55.92,Seasonal
P0774,Smart Bulb Pro,Home,368.43,550.13,Premium
P0775,USB-C Cable Max,Accessories,675.05,954.07,Premium
P0776,Power Bank Max,Electronics,39.6,66.23,Premium
P0777,Fitness Band Max,Fitness,451.82,718.06,Premium
P0778,Keyboard Pro,Office,96.67,150.08,Premium
P0779,Mouse Lite,Office,637.96,1396.77,Premium
P0780,Vacuum Cleaner Plus,Home,239.04,381.08,Premium
P0781,Keyboard Plus,Office,1028.82,1366.49,Seasonal
P0782,Phone Case 2025,Accessories,566.06,1323.15,Core
P0783,Yoga Mat Pro,Fitness,996.89,1282.95,Seasonal
P0784,Analytics Pro Lite,Software,783.89,1057.65,Premium
P0785,Analytics Pro 2026,Software,857.99,1313.37,Premium
P0786,Smartwatch Max,Electronics,262.98,532.04,Seasonal
P0787,Monitor 2026,Office,171.86,232.59,Premium
P0788,Air Purifier Max,Home,507.17,920.4,Premium
P0789,Vacuum Cleaner Plus,Home,550.48,1239.49,Seasonal
P0790,Mixer Grinder Lite,Home,20.05,29.22,Seasonal
P0791,Cloud Backup 2025,Software,566.14,809.28,Premium
P0792,Smartwatch 2026,Electronics,362.75,477.68,Premium
P0793,Smartwatch Max,Electronics,284.07,622.44,Seasonal
P0794,Team Collaboration 2025,Software,582.72,982.58,Core
P0795,Smart Scale Max,Fitness,672.03,1324.15,Seasonal
P0796,Monitor Lite,Office,187.51,433.47,Seasonal
P0797,Fitness Band Max,Fitness,517.45,1082.13,Core
P0798,Resistance Set Lite,Fitness,409.12,802.81,Seasonal
P0799,Mixer Grinder 2025,Home,480.24,823.68,Core
P0800,Mixer Grinder 2026,Home,772.97,1104.39,Core
P0801,Phone Case Lite,Accessories,675.05,1242.35,Core
P0802,Desk Lamp Max,Office,330.22,711.52,Seasonal
P0803,Air Purifier Lite,Home,142.05,235.27,Premium
P0804,Smart Bulb 2026,Home,627.13,1250.12,Seasonal
P0805,Design Suite 2025,Software,14.67,23.68,Premium
P0806,Air Purifier Max,Home,367.95,776.2,Core
P0807,Mixer Grinder 2026,Home,574.76,845.63,Premium
P0808,Cloud Backup 2025,Software,137.31,223.52,Core
P0809,Keyboard Pro,Office,411.83,656.94,Core
P0810,Design Suite Max,Software,584.18,825.54,Premium
P0811,Fitness Band Pro,Fitness,564.13,887.16,Core
P0812,Fitness Band Pro,Fitness,531.9,1117.09,Premium
P0813,Wireless Earbuds Lite,Electronics,703.51,1088.22,Seasonal
P0814,Yoga Mat Pro,Fitness,301.37,477.35,Core
P0815,USB-C Cable 2026,Accessories,274.99,614.31,Premium
P0816,Fitness Band 2025,Fitness,222.11,337.57,Core
P0817,Bluetooth Speaker Lite,Electronics,559.43,782.97,Core
P0818,Mouse 2025,Office,553.93,907.12,Premium
P0819,Team Collaboration Pro,Software,320.31,462.09,Seasonal
P0820,Smart Scale 2025,Fitness,236.69,303.74,Core
P0821,Desk Lamp Max,Office,374.05,874.05,Core
P0822,Yoga Mat Plus,Fitness,215.37,316.48,Seasonal
P0823,Keyboard Max,Office,115.55,268.25,Seasonal
P0824,Smart Scale Max,Fitness,8.85,19.37,Core
P0825,Wireless Earbuds Max,Electronics,807.5,1199.81,Seasonal
P0826,Monitor 2026,Office,382.01,699.78,Core
P0827,Analytics Pro Max,Software,204.38,308.11,Seasonal
P0828,Mixer Grinder Pro,Home,262.2,585.79,Seasonal
P0829,Smart Scale Max,Fitness,872.47,1419.21,Core
P0830,Analytics Pro Max,Software,360.24,663.92,Seasonal
P0831,Mouse Max,Office,119.6,257.53,Premium
P0832,Analytics Pro 2025,Software,268.86,575.78,Core
P0833,Design Suite 2026,Software,339.7,590.97,Seasonal
P0834,Resistance Set 2026,Fitness,784.28,1104.07,Core
P0835,Travel Adapter Pro,Accessories,317.79,574.86,Seasonal
P0836,Analytics Pro 2025,Software,997.07,1475.3,Seasonal
P0837,Travel Adapter Max,Accessories,1097.03,1416.88,Premium
P0838,Bluetooth Speaker 2025,Electronics,64.92,143.91,Premium
P0839,USB-C Cable 2026,Accessories,199.95,316.83,Core
P0840,Desk Lamp 2025,Office,673.9,1132.5,Core
P0841,Team Collaboration Plus,Software,792.16,1329.36,Seasonal
P0842,USB-C Cable 2025,Accessories,155.85,338.1,Seasonal
P0843,Travel Adapter Plus,Accessories,539.95,1174.56,Core
P0844,Desk Lamp Lite,Office,1046.16,1440.78,Premium
P0845,Analytics Pro 2025,Software,173.95,336.32,Premium
P0846,Wireless Earbuds 2026,Electronics,153.98,200.41,Premium
P0847,Yoga Mat Max,Fitness,184.88,333.41,Seasonal
P0848,Travel Adapter Plus,Accessories,586.46,1174.63,Seasonal
P0849,Bluetooth Speaker Lite,Electronics,276.27,434.93,Core
P0850,Travel Adapter Lite,Accessories,430.49,588.43,Core
P0851,Yoga Mat 2026,Fitness,507.9,932.94,Core
P0852,Vacuum Cleaner Lite,Home,328.25,671.3,Seasonal
P0853,Smart Bulb Pro,Home,576.8,1117.72,Premium
P0854,Wireless Earbuds Pro,Electronics,801.67,1393.68,Seasonal
P0855,Smart Bulb Pro,Home,497.27,649.86,Seasonal
P0856,Power Bank Lite,Electronics,796.33,1072.22,Core
P0857,Wireless Earbuds 2025,Electronics,747.11,1001.33,Seasonal
P0858,USB-C Cable 2026,Accessories,47.78,108.27,Core
P0859,Resistance Set 2026,Fitness,165.13,356.48,Premium
P0860,Laptop Stand Max,Accessories,37.04,55.55,Premium
P0861,Power Bank 2025,Electronics,385.41,552.71,Seasonal
P0862,Keyboard 2026,Office,508.03,1064.3,Seasonal
P0863,Smartwatch Plus,Electronics,370.03,521.94,Premium
P0864,Mouse Lite,Office,100.77,232.36,Core
P0865,Phone Case Max,Accessories,744.34,1378.93,Seasonal
P0866,Air Purifier 2025,Home,771.86,1284.78,Core
P0867,Design Suite Pro,Software,790.84,1240.69,Seasonal
P0868,Cloud Backup Lite,Software,426.92,572.09,Seasonal
P0869,Mixer Grinder 2025,Home,249.11,489.61,Premium
P0870,Design Suite 2025,Software,350.69,653.91,Core
P0871,Smart Scale 2025,Fitness,770.36,1330.25,Core
P0872,Phone Case Lite,Accessories,426.32,948.93,Core
P0873,Smart Scale Pro,Fitness,834.38,1275.21,Seasonal
P0874,Cloud Backup Max,Software,720.88,1387.31,Premium
P0875,Team Collaboration Pro,Software,467.29,866.11,Premium
P0876,Travel Adapter Pro,Accessories,663.87,1143.84,Seasonal
P0877,Keyboard 2025,Office,365.3,530.91,Premium
P0878,Resistance Set Lite,Fitness,200.81,465.14,Core
P0879,Team Collaboration Max,Software,1021.6,1440.3,Core
P0880,Cloud Backup 2026,Software,737.07,1275.9,Core
P0881,Vacuum Cleaner 2025,Home,336.07,584.86,Premium
P0882,Desk Lamp Plus,Office,912.98,1287.6,Core
P0883,Desk Lamp Lite,Office,365.56,679.1,Premium
P0884,Smart Scale Plus,Fitness,111.9,229.08,Seasonal
P0885,Fitness Band 2025,Fitness,406.18,540.71,Core
P0886,Desk Lamp 2026,Office,312.71,419.83,Core
P0887,Mixer Grinder Lite,Home,445.13,800.28,Seasonal
P0888,Yoga Mat Plus,Fitness,385.74,836.77,Core
P0889,Design Suite Plus,Software,465.76,1055.02,Seasonal
P0890,Keyboard 2025,Office,91.79,169.91,Seasonal
P0891,Vacuum Cleaner Max,Home,406.32,617.03,Core
P0892,Power Bank Max,Electronics,340.94,504.16,Premium
P0893,Smart Scale Lite,Fitness,143.82,323.97,Core
P0894,Smart Scale Lite,Fitness,347.77,449.65,Core
P0895,Bluetooth Speaker 2026,Electronics,397.47,712.85,Core
P0896,Bluetooth Speaker 2026,Electronics,222.15,481.15,Core
P0897,Smartwatch Pro,Electronics,457.91,1055.39,Premium
P0898,Bluetooth Speaker Lite,Electronics,83.03,119.23,Premium
P0899,Phone Case Plus,Accessories,539.71,717.23,Seasonal
